trial_id,accuracy,memory_density,avg_bitwidth,quant_config_path,scaled_acc,scaled_mem_density
12,0.81640625,7.829377601253224,4.087170351175534,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_0.toml,0.81640625,1.565875520250645
18,0.7395833333333334,8.235240179222673,3.885739736011013,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_1.toml,0.7395833333333334,1.6470480358445347
19,0.7200520833333334,8.291548174746499,3.8593516344103436,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_2.toml,0.7200520833333334,1.6583096349492998
26,0.82421875,7.726152955805642,4.141776662077901,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_3.toml,0.82421875,1.5452305911611284
32,0.73828125,8.258623980650293,3.87473749561368,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_4.toml,0.73828125,1.6517247961300587
48,0.8502604166666666,7.403310776886012,4.322390476961697,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_5.toml,0.8502604166666666,1.4806621553772024
87,0.890625,7.11491372108432,4.497594946959268,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_6.toml,0.890625,1.422982744216864
91,0.8893229166666666,7.138752062433009,4.482576187005695,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_7.toml,0.8893229166666666,1.4277504124866018
101,0.7604166666666666,8.176645289978522,3.9135854455151566,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_8.toml,0.7604166666666666,1.6353290579957045
102,0.7604166666666666,8.176645289978522,3.9135854455151566,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_9.toml,0.7604166666666666,1.6353290579957045
103,0.7838541666666666,8.14652844300473,3.928053553594083,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_10.toml,0.7838541666666666,1.629305688600946
104,0.75,8.213718075384426,3.895921397144168,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_11.toml,0.75,1.6427436150768853
105,0.7513020833333334,8.18620992534036,3.9090128755364804,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_12.toml,0.7513020833333334,1.6372419850680722
113,0.8125,8.000712671790344,3.9996436958458177,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_13.toml,0.8125,1.6001425343580689
114,0.79296875,8.033720504723311,3.983210516371096,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_14.toml,0.79296875,1.6067441009446624
116,0.78515625,8.063632764833837,3.9684346910681025,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_15.toml,0.78515625,1.6127265529667676
125,0.83984375,7.639147356754388,4.188949172672551,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_16.toml,0.83984375,1.5278294713508778
126,0.83984375,7.639147356754388,4.188949172672551,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_17.toml,0.83984375,1.5278294713508778
127,0.8294270833333334,7.685461787403535,4.163705563203498,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/tpe_0/quant_configs/quant_config_18.toml,0.8294270833333334,1.5370923574807072
