trial_id,accuracy,memory_density,avg_bitwidth,quant_config_path,scaled_acc,scaled_mem_density
4,0.6731770833333334,8.238525173456681,3.884190352795098,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_0.toml,0.6731770833333334,1.6477050346913362
5,0.7734375,7.907682866633761,4.046697438389073,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_1.toml,0.7734375,1.5815365733267521
6,0.8255208333333334,7.351242482907101,4.353005641482441,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_2.toml,0.8255208333333334,1.4702484965814202
17,0.84765625,7.228180480137357,4.427116905552406,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_3.toml,0.84765625,1.4456360960274715
38,0.7278645833333334,7.920764559993159,4.040014036224256,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_4.toml,0.7278645833333334,1.5841529119986317
43,0.7916666666666666,7.856764150743325,4.072923583556023,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_5.toml,0.7916666666666666,1.571352830148665
58,0.8385416666666666,7.341691252424516,4.358668718114827,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_6.toml,0.8385416666666666,1.4683382504849032
80,0.7135416666666666,7.924428413675826,4.038146138688693,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_7.toml,0.7135416666666666,1.5848856827351652
94,0.8098958333333334,7.841568440687383,4.080816260425945,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_8.toml,0.8098958333333334,1.5683136881374766
102,0.6822916666666666,8.038830369384874,3.9806785974572843,/home/zz7522/Projects/llm-mixed-q/checkpoints/asplos/table_sampler_comparison/llama_160m_sst2/qmc_0/quant_configs/quant_config_9.toml,0.6822916666666666,1.6077660738769748
